window_ms,bins,channel_mode,selected_channels,feature_dim,shrinkage,prior,scaler,aggregation,train_character_correct,train_character_accuracy,train_pr_auc,train_roc_auc,train_balanced_accuracy,test_character_correct_reference,test_character_accuracy_reference,test_predictions_reference
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,trimmed_mean,7,0.5833333333333334,0.5144644894223522,0.7930833333333335,0.6441666666666667,6,0.75,2TF5OXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,median,7,0.5833333333333334,0.5144644894223522,0.7930833333333335,0.6441666666666667,4,0.5,2TF5O4GA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,standard,median,7,0.5833333333333334,0.5132627410862921,0.8102638888888889,0.6433333333333333,6,0.75,2TF5CXKA
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,median,7,0.5833333333333334,0.5125034078617459,0.788875,0.7324999999999999,4,0.5,2TF5ULGA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,none,mean,7,0.5833333333333334,0.512196387466108,0.7927777777777778,0.7316666666666667,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,none,trial_zscore_mean,7,0.5833333333333334,0.512196387466108,0.7927777777777778,0.7316666666666667,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,none,round_zscore_mean,7,0.5833333333333334,0.512196387466108,0.7927777777777778,0.7316666666666667,6,0.75,2BF5UXKM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,median,7,0.5833333333333334,0.5107270771605356,0.7964027777777778,0.7158333333333333,3,0.375,26L5UXEA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,median,7,0.5833333333333334,0.5107270771605356,0.7964027777777778,0.7158333333333333,3,0.375,26L5UXEA
0-600,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,median,7,0.5833333333333334,0.510264372504567,0.8039722222222223,0.7433333333333333,5,0.625,2BF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,standard,trimmed_mean,7,0.5833333333333334,0.50970927097272,0.8189583333333333,0.7533333333333333,6,0.75,2TF5OXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,standard,mean,7,0.5833333333333334,0.50970927097272,0.8189583333333333,0.7533333333333333,5,0.625,2TF5OXGA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,standard,trial_zscore_mean,7,0.5833333333333334,0.50970927097272,0.8189583333333333,0.7533333333333333,5,0.625,2TF5OXGA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,none,trimmed_mean,7,0.5833333333333334,0.509259063723889,0.8074583333333334,0.6483333333333333,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,none,round_zscore_mean,7,0.5833333333333334,0.509259063723889,0.8074583333333334,0.6483333333333333,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,none,mean,7,0.5833333333333334,0.509259063723889,0.8074583333333334,0.6483333333333333,5,0.625,2NF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,none,trial_zscore_mean,7,0.5833333333333334,0.509259063723889,0.8074583333333334,0.6483333333333333,5,0.625,2NF5CXGM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,standard,trimmed_mean,7,0.5833333333333334,0.5090188962365583,0.7974166666666667,0.6391666666666667,6,0.75,2TL5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,standard,mean,7,0.5833333333333334,0.5090188962365583,0.7974166666666667,0.6391666666666667,5,0.625,2BL5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,standard,trial_zscore_mean,7,0.5833333333333334,0.5090188962365583,0.7974166666666667,0.6391666666666667,5,0.625,2BL5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,standard,round_zscore_mean,7,0.5833333333333334,0.5090188962365583,0.7974166666666667,0.6391666666666667,5,0.625,2BF5CXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,standard,median,7,0.5833333333333334,0.5090188962365583,0.7974166666666667,0.6391666666666667,4,0.5,2BF5OXEA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,standard,trimmed_mean,7,0.5833333333333334,0.5090086152099926,0.7923333333333333,0.6325000000000001,6,0.75,2TF5OXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,standard,median,7,0.5833333333333334,0.5090086152099926,0.7923333333333333,0.6325000000000001,3,0.375,2BF5O4EA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,none,round_zscore_mean,7,0.5833333333333334,0.5088359282825486,0.818888888888889,0.7491666666666666,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,none,mean,7,0.5833333333333334,0.5088359282825486,0.818888888888889,0.7491666666666666,6,0.75,2TF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,none,trial_zscore_mean,7,0.5833333333333334,0.5088359282825486,0.818888888888889,0.7491666666666666,6,0.75,2TF5CXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,round_zscore_mean,7,0.5833333333333334,0.508549123283427,0.7925,0.715,6,0.75,2BF5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,round_zscore_mean,7,0.5833333333333334,0.5062217367669866,0.7992777777777779,0.6533333333333333,7,0.875,2TF5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,trimmed_mean,7,0.5833333333333334,0.5062217367669866,0.7992777777777779,0.6533333333333333,6,0.75,2TL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,median,7,0.5833333333333334,0.5062217367669866,0.7992777777777779,0.6533333333333333,5,0.625,2BF5OXKA
0-600,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,empirical,none,median,7,0.5833333333333334,0.5061816547740643,0.8112222222222223,0.6475,5,0.625,2BL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,none,trimmed_mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,6,0.75,2TL5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,standard,trimmed_mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,6,0.75,2TL5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,none,mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,5,0.625,2BL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,none,trial_zscore_mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,5,0.625,2BL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,none,round_zscore_mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,5,0.625,2BF5CXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,standard,mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,5,0.625,2BL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,standard,trial_zscore_mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,5,0.625,2BL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,standard,round_zscore_mean,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,5,0.625,2BF5CXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,none,median,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,4,0.5,2BF5OXEA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,standard,median,7,0.5833333333333334,0.504662583300028,0.7970555555555554,0.6466666666666667,4,0.5,2BF5OXEA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,round_zscore_mean,7,0.5833333333333334,0.5022439884802239,0.7945833333333334,0.7258333333333333,6,0.75,2BF5UXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,median,7,0.5833333333333334,0.5022439884802239,0.7945833333333334,0.7258333333333333,4,0.5,2BF5O4KA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,mean,7,0.5833333333333334,0.5021357777525736,0.7902638888888889,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,trial_zscore_mean,7,0.5833333333333334,0.5021357777525736,0.7902638888888889,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,round_zscore_mean,7,0.5833333333333334,0.5021357777525736,0.7902638888888889,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,median,7,0.5833333333333334,0.5021357777525736,0.7902638888888889,0.7333333333333334,5,0.625,2BF5UXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,trimmed_mean,7,0.5833333333333334,0.5021357777525736,0.7902638888888889,0.7333333333333334,4,0.5,2BL5OXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,6,0.75,2BF5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,trial_zscore_mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,6,0.75,2BF5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,6,0.75,2BF5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,trial_zscore_mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,6,0.75,2BF5OXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,median,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,5,0.625,2BF5UXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,trimmed_mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,5,0.625,2TL5OXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,round_zscore_mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,5,0.625,2BF5UXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,median,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,5,0.625,2BF5UXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,trimmed_mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,5,0.625,2TL5OXKA
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,round_zscore_mean,7,0.5833333333333334,0.5019859114875141,0.7883888888888888,0.7224999999999999,5,0.625,2BF5UXKA
0-500,10,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,trimmed_mean,7,0.5833333333333334,0.5010822894666384,0.8149722222222222,0.6591666666666667,7,0.875,2TF5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,none,round_zscore_mean,7,0.5833333333333334,0.501069355819873,0.8151944444444444,0.6425000000000001,5,0.625,2BF5CXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,trimmed_mean,7,0.5833333333333334,0.5004495181045095,0.7960000000000002,0.6433333333333333,7,0.875,2TF5OXKM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,none,median,7,0.5833333333333334,0.49889077176563396,0.799375,0.625,6,0.75,2TL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,standard,mean,7,0.5833333333333334,0.4984884782127525,0.7910416666666666,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,standard,trimmed_mean,7,0.5833333333333334,0.4984884782127525,0.7910416666666666,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,standard,trial_zscore_mean,7,0.5833333333333334,0.4984884782127525,0.7910416666666666,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,standard,round_zscore_mean,7,0.5833333333333334,0.4984884782127525,0.7910416666666666,0.7333333333333334,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,standard,median,7,0.5833333333333334,0.4984884782127525,0.7910416666666666,0.7333333333333334,5,0.625,2BF5OXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,none,median,7,0.5833333333333334,0.4979223518786246,0.8115138888888889,0.7516666666666667,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,none,trimmed_mean,7,0.5833333333333334,0.4979223518786246,0.8115138888888889,0.7516666666666667,6,0.75,2TF5OXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,none,round_zscore_mean,7,0.5833333333333334,0.4979223518786246,0.8115138888888889,0.7516666666666667,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,standard,median,7,0.5833333333333334,0.4979223518786246,0.8115138888888889,0.7516666666666667,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,standard,trimmed_mean,7,0.5833333333333334,0.4979223518786246,0.8115138888888889,0.7516666666666667,6,0.75,2TF5OXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,standard,round_zscore_mean,7,0.5833333333333334,0.4979223518786246,0.8115138888888889,0.7516666666666667,6,0.75,2TF5CXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,standard,round_zscore_mean,7,0.5833333333333334,0.49746126502819354,0.7961944444444443,0.7416666666666667,6,0.75,2BF5UXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,standard,median,7,0.5833333333333334,0.49746126502819354,0.7961944444444443,0.7416666666666667,4,0.5,2BF5U4KA
0-500,8,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,balanced,standard,median,7,0.5833333333333334,0.49731720129836937,0.8150763888888888,0.7458333333333333,6,0.75,2TF5CLKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,balanced,standard,trimmed_mean,7,0.5833333333333334,0.49677494340155465,0.8133611111111112,0.7541666666666667,6,0.75,2TF5OXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,balanced,standard,round_zscore_mean,7,0.5833333333333334,0.49677494340155465,0.8133611111111112,0.7541666666666667,6,0.75,2TF5CXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,trimmed_mean,7,0.5833333333333334,0.4964856041921639,0.7995555555555556,0.7525,6,0.75,2TF5OXKG
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,round_zscore_mean,7,0.5833333333333334,0.4964856041921639,0.7995555555555556,0.7525,6,0.75,2BF5UXKM
0-600,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,median,7,0.5833333333333334,0.496461611888376,0.8,0.7324999999999999,6,0.75,2BF5CXKM
